"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Partnered","Mature","Language",""
"78","https://static-cdn.jtvnw.net/jtv_user_pictures/d5de7613-5632-4c20-bf83-132f5e4c28ac-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","sinatraa","90751575","11595","36942","7826","1689265","43589","true","true","English","sinatraa"
"79","https://static-cdn.jtvnw.net/jtv_user_pictures/7e3f9a4a-20b2-4896-b228-987d01cbfd26-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","delegarp","12200880","10860","33190","1123","124157","43252","false","false","Portuguese","delegarp"
"80","https://static-cdn.jtvnw.net/jtv_user_pictures/ba3d5c6c-0384-49e2-ad58-27af3d4c61eb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","nzaotv","21784320","9390","7994","2319","281911","43230","true","true","Portuguese","nzaotv"
"81","https://static-cdn.jtvnw.net/jtv_user_pictures/177ab857-72bf-43be-b36c-3afb3d1094f1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Flight23white","42219450","5475","16272","7711","1976898","43178","true","false","English","Flight23white"
"82","https://static-cdn.jtvnw.net/jtv_user_pictures/4eecaab8-4de3-4bcc-b2b7-f3a03e8273a8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Etoiles","117879180","9165","207898","12861","794539","42683","true","false","French","Etoiles"
"83","https://static-cdn.jtvnw.net/jtv_user_pictures/f79a3206-3e6e-4560-8e2e-4ee18a65be5d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CORINNAKOPF","36383115","2910","21044","12502","1012827","42561","true","false","English","CORINNAKOPF"
"84","https://static-cdn.jtvnw.net/jtv_user_pictures/3cdae7df-600c-4833-8dfe-8d2abc5a3b25-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Domingo","144506955","4350","179576","33219","1515524","41655","true","false","French","Domingo"
"85","https://static-cdn.jtvnw.net/jtv_user_pictures/21a5b1c1-ac4e-4881-8075-8e0906406b27-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","dannyaarons","32120310","6300","18162","5098","434236","41652","true","false","English","dannyaarons"
"86","https://static-cdn.jtvnw.net/jtv_user_pictures/975b34c9-3805-46c4-b011-1d64c71edabe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GamerBrother","79309965","4830","54962","16420","369269","41547","true","false","German","GamerBrother"
"87","https://static-cdn.jtvnw.net/jtv_user_pictures/685bc4e7-0401-4647-9609-ff3a959b0174-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","bartollo_tv","378585","1605","718","235","59279","41337","false","true","Russian","bartollo_tv"
